texto,rotulo
Peça o happy hour e coma a vontade gastando pouco,1
Galeto pra 2 pessoas + acompanhamento serve bem. Almocando 2a ou 3a ganha voucher pra jantar outro dia! Otima opcao!,1
Atendimento péssimo de Domingo...,-1
"Entre as casas desse segmento, essa é disparadamente a melhor de todas.Recomendo meio galetos com creme de milho e uma porção de arroz.",1
O maravilhoso bife de chorizo!,1
Polenta mole e galeto desossado. Sempre uma boa pedida!,1
Peca o ravioli de mussarela de bufala com molho branco.,1
"Galeto desossado, excelente pedida!",1
Meio Galeto com salada de batata é o que há!,1
O galeto desossado premium é ótimo!,1
O melhor couvert!!,1
"Ninguém no mundo faz um galeto tão suculento que nem eles, o criado desse lugar deveria ser considerado gênio, afinal não é qualquer modelo de negócio que cobra quase 100 reais em um frangi e da certo",1
O melhor couvert das redes de restaurantes e experimente o espeto misto!,1
Melhor do Mundo!!!,1
"Bons cortes grelhados, especialmente o galeto. Buffet de saladas bom, com destaque para os legumes grelhados. Atendimento rápido e pratos idem. Preço mais caro, mas vale pela comida deliciosa.",1
"Comida de ótima qualidade. Além do galeto desossado, gosto muito da picanha del plata. A partir das 18h, o Happy Hour é excelente e, agora, o chopp é Heineken",1
Happy Hour shooow... atendimento nota 10!,1
A melhor panacota que já comi!!!,1
"O restaurante é muito bom, porém eles insistem em colocar o couvert sem perguntar se o cliente aceita, o que é contra a lei.",-1
"O Galeto desossado eh otimo ! Nota 10 ! O atendimento tambem eh muito bom ! Se nao quiser frango, va de filet mignon !",1
Galeto Contemporâneo é show!!!!,1
"Pessimo, nao volto mais la. Pedi para o garçom uma dica para prato para dois. Quando veio o prato nao dava nem para um direito. 55 reais um prato bem mais ou menos é foda. La nao da pra ir.",-1
"Galeto desossado com creme de milho, o melhor!",1
"O unico problema, é a demora.",-1
Fui em horário de almoço e fui super bem atendida! Frango desossado é uma delicia e u buffet de saladas uma Maravilha!,1
"O melhor filet a parmegiana da cidade, e com um bom preço!",1
"A comida continua ótima, mas as porções já foram mais generosas.",0
"File a Parmegiana ou a Cubana p/ quatro de otima qualidade e por menos de $80,00",1
"Filet a cubana, a parmegiana, espeto misto, nhoque, filet surpresa! Esses eu ja experimentei e sao uma delicia!!! Vale a pena pedir!!!",1
"Ótimo Restaurante e Pizzaria no Tatuapé, no fim de semana sempre cheio, mas vale a pena esperar. Tem Wi-Fi a senha é chico633.       Mais informações no site http://www.chicotatuape.com.br",1
Filé a parmegiana muito bom. O strogonofe é ruim. Atendimento mediano.,1
Melhor custo beneficio da região.,1
pode pedir um à cubana. um bife a milanesa bem servido!,1
Porções bem grandes. Um prato serve 3 pessoas com fome. 2 casais sem problemas.,1
O filet a parmegiana é sensacional! Vale super a pena!,1
Adoro o filet surpresa!! Com spaguet alho e oleo...... Hummm...... Fominha!,1
"Porções muito bem servidas por um ótimo preço!!!! Comidinha deliciosa, com temperinho de vó!!!! ^^",1
A parmegiana de lá é uma delicia!!!! Super indico! Prato ótimo e dá para 2 a 3 pessoas tranquilo!,1
Otimo custo beneficio! Comida muito gostosa e preço justo!,1
File muito bom,1
Pratos muito bem servidos!!!,1
"Filet a cubana imbativel! Mas tudo é bom, tb gosto do chopp preto e da maionese",1
Fillet de parmegiana top! Recomendo mto!,1
A feijoada do chico é insuperável.  Bom demais..,1
Pratos enormes e bom atendimento. Vale um almoço de domingo com a família. É recomendável chegar cedo por causa da fila de espera que é grande.,1
"Ótimo parmegiana, geralmente peço o espeto misto pelo delivery mas não é consistente. No geral a experiência no local foi boa, resta ter o mesmo no delivery.",1
Atendimento excelente porém o estrogonofe de carne nem eu nem meu marido gostou muito ruim mesmo!!!,-1
Restaurante família. Experimente o Filé a Cubana. Espetáculo.,1
"Experimente o famoso filé a cubana, prato chefe da casa a mais de 30 anos...",1
"Atendimento rápido e comida boa. Pedi um filet a francesa, sensacional! Recomendo!",1
"Eu ja freguento a um bom tempo, e posso dizer que é muito bom, principalmente, bife a cubana e o frango a passarinho é a pizza a noite",1
Bom e barato .... E perto!!,1
File a parmegiana e gigante e maravilhoso!!!!,1
Restaurante família serve bem. No domingo chegue cedo pois lota. Com isso o atendimento demora um pouco mas vale apena,1
"Comida fria, demorada e mal atendimento começando dos manobristas.",-1
"Cardápio impecável, trilha sonora incrível! Aos finais de semana vale provar a entrada de mussels Thai - mexilhões com leite de coco e gengibre. Muito, muito bom!!!",1
"Gostei do Piggy, mas não achei inesquecível. Vi o Bagel e pra mim, veio com pouco Cream Cheese e com o Bagel muito torrado. Curti bem a Onion e vou voltar pra experimentar o Bacon de entrada.",-1
"Musica+atendimento+iluminaçao+decoraçao+comida= tudo TOPPP--> o Devil's Food cake é a sobremesa q custa o mesmo valor do hambúrguer (R$ 24,00)e se eu fosse vc, não sairia daqui sem prová-la. 👏👏👏👏",1
"Ambiente, atendimento e qualidade nota 10! Som ambiente cria um clima extremamente agradável e o fast food pode bem virar um slow food. Fui de ""the greek"" - cordeiro - segue foto. Otima pedida!",1
"Amei a entrada de bacon com calda de maple (vem com vinagrete tbm, para quem gosta). O Phili Steak com onion rings, acompanhado de uma bela Corona com limão, completou minha deliciosa refeição. Curti!",1
"Maravilhoso. Localização incrível, local extremamente perfeito, música ambiente maravilhosa e comida da melhor qualidade possível e imaginável. Ah, o preço é justíssimo. Recomendo muito!",1
O bacon com maple syrup de entrada e o piggie burguer são ótimos! Só acho que poderia ter mais molho BBQ no hambúrguer. De sobremesa bolo Red Velvet pra completar! Muito bom 🍰,1
"Para comer de garfo e faca: aqui é feito o melhor hambúrguer gourmet de SP, segundo o Comer & Beber 2012. Novidade no menu, o oklahoma vem coberto de muita cebola. Antes, vá de chicken wings",1
"Vim com a expectativa bem baixa por conta dos comentários ruins que li por aqui, mas me surpreendi! Atendimento, ambiente e comida bem bons. O preço é similar ao de outras hamburguerias em sp.",1
EXPECTATIVA: French Burguer vir com lâminas de trufas e foie gras. REALIDADE: tudo vem misturado na carne do hamburguer :/ RECOMENDAÇÃO: Peça o incrível Piggie Burguer com ementhal. Sem erro!,0
"Que delícia de lugar. Pedi o The Greek One, burger de cordeiro com feta, salada e mayo de hortelã - r$28. Só que a batata com queijo (r$23) e bacon é mais cara e beem menor que a normal (r$18).",-1
Tem Tomates Verdes Fritos!!! A carne do Hamburguer é muito boa! O Devil's Food Cake pequeno dá pra dividir se vc já tiver cheio mas ainda sim quiser uma sobremesa.,1
"O Oklahoma Burger é sensacional! Apesar de pequeno o sanduíche é delicioso. As batatas fritas e o Mac&Cheese são ok. Vale a visita. Procure pelo garçom Fernando, extremamente atencioso e solicito.",1
"Os burgers sao otimos (destaque p french, q vem com foie). A costela de boi desmancha na boca. De entrada, bacon. Importante: ELEA FAZEM AS PRÓPRIAS FRITAS, q sao mto boas. Sobremesa: keylime pie.",1
"Pedimos o red velvet e veio um pedaço bem grande. Pra nossa surpresa, o garçom logo apareceu com um pedaço igual para levarmos pra casa, dizendo que a chef tinha cortado o nosso pedaço menor <3",1
"Em versão afrancesada com foie gras e lâminas de trufas negras, tem o hambúrguer. De prato principal, vá de thai mussels, o mexilhão ao leite de coco, gengibre, manjericão e pimenta dedo-de-moça.",1
"Comece com um maravilhoso Bacon Caseiro Defumado. Depois, não deixe de escolher o melhor hambúrguer da cidade, o French Burger. Finalize com chave de ouro pedindo um Devil's Food Cake!",1
"Inusitado e muito gostoso é o quiabo frito. O cookie de sobremesa tb é mto bom, mas podia vir com uma bola mais generosa de sorvete.",1
"Conheci hoje e já esta na minha lista de lanchonete Gourmet preferida, junto com o PJ Clarkes. Red Velvet maravilhoso, igual se come no EUA. Pena que os pedidos demoram uma vida para chegar.",1
"Ambiente agradável, com mesas lindas e musica boa. Hambúrguer pequeno, mas muito saboroso onion ring sequinha, fininha e crocante. Ótimo atendimento. Overprice.",1
"Ambiente agradável, atendimento um pouco lento e desatento. A entrada de Bacon eh otima, mas muito cara. A batata eh cara, não vale a pena. O piggy realmente eh ótimo!",1
"Fui no rwsp, já tinha ido algumas vezes antes.A comida é boa, hambúrguer, sobremesas, mas o atendimento é demorado, o acompanhamento do prato chega depois de ter comido td. E a casa nem estava lotada.",-1
"Muito parecido com aqueles diners típicos de cidades pequenas norte americanas, inclusive o pepino no hambúrguer hehe Gostei da onion ring, crocante, pequena, no ponto para acompanhar uma Guinness!!",1
"Ambiente com cara de restaurante americano, música muito boa e atendimento atencioso.  Experimente o Piggie Burguer, hambuguer coberto com costelinha de porco. Para fechar, cheesecake!! Show!",1
"Burger tradicional com emmenthal e bacon é muito saboroso. A cebola não é tão farta como num diner americano, e é grelhada, mas o pão é ótimo e o hamburguer é excelente.",1
"O Philly Steak é bem mais ou menos! O queijo ementhal é amostra grátis, pq nem da pra sentir. O pão estava murcho e a quantidade de cebola muito pequena. Resumindo, decepção total!",-1
"Se vc gosta de lanches diferentes, não deixe de vir aqui. O Piggy Burguer e o French Burguer são demais! O Bacon Grelhado na Casa é obrigatório!",1
"Ambiente bem hipster, pratos diferentes, um bom lugar pra quem curte dar uma variada. P.S: Quem está a disposição de gastar um valor acima da média..",1
"Já foi melhor, especialmente no atendimento. O alho assado decorativo veio direto da geladeira para o prato e o brócolis ~grelhado~ não passou nem perto da grelha.",-1
chef Benny Novak. prêmio paladar: melhor hambúrguer gourmet . Peça o clássico e adicione queijo cheddar e fatias de bacon defumado lá mesmo. O oklahoma chega coberto de muita cebola. $$,-1
Disco inteiro do Charlie Brown Jr. tocando no talo 😰,0
Nova casa de Ramen ( Lamen) em Pinheiros.. Ótimas entradas e belos e deliciosos noodles.. Comi o Shoyu,1
"Pedimos o Gyoza, copa frita em tiras e dois ramen, estava tudo perfeito. O atendimento foi incrível, o lugar é uma graça e como se não bastasse tudo isso, os preços ainda são justos.",1
Kakigori de matcha é vida!!! 😍😍😍,1
A paleta em tiras é show! Peça de entrada e um lamen ou udon como prato principal. Fica na medida!,1
"Excelente! Não se assuste com as longas esperas já que os drinks e entradas são ótimas. Não deixe de provar o ""sanduba"" e o gyoza.Não deixe de sentar no balcão e perguntar qual o ramen do dia.",1
"Dedicado a ramen e noodle,vive com filas imensas. Preço e comida ok, música alta demais. Bons drinques",1
"Muito mais bar/ balada rock do que casa de lamen. Punk rock em volume alto, difícil até conversar. O shoyu lamen é saboroso, mas o caldo ficou meio salgado...",1
Chegue bem cedo pra conseguir uma mesa por que o lugar é bem pequeno. Mas a rotatividade é alta. Experimente o lombo suíno de entrada e o Ramen Shoyu,0
"a espera é ridícula, tem que ir com muita paciência. mas valeu a pena, viu. que lamen! ah, música alta que atordoa.",-1
Tan tan Ramen otimo.  Asinhas muito boas.  Esperando ansiosamente pêlo pork bun.,1
chegue cedo pra comer o melhor gyoza da vida!,1
"Ramen Shoyu e drink Godira!! O staff muito atencioso e a comida deliciosa. Clima muito bom, excelente seleção musical...",1
"Drinks muito bons, Ramen bem gostoso e deixe espaço para a ""raspadinha de gelo"" com chá verde!!! Ambiente bem legal, mas vá em poucas pessoas!!!",1
"Chegue cedo! Mas vale a espera, e enquanto espera pode pedir drinks e comidinhas. É uma delícia e tudo muito caprichado! Ótimo atendimento!",1
"Noidle sensacional, otimo atendimento",1
"Você esquece que a trilha sonora é chata assim que começa a comer. O restaurante tem um quê de moderno nos pratos. O lamen é bom, caldo suave mas saboroso, massa no ponto. Indico a sobremesa de chá",1
Tempurá de quiabo! Ainda prefiro lamen do Kazu e Aska! Mas o ambiente é uma delicia e o lamen tbm! Drinks bem feitos!,1
Lamen eu diria é especial!! Um sabor suave e o prato muito bonito! Vale a pena conhecer! O lugar é descontraído!,1
"O atendimento é bom, as estradinhas são legais, quanto ao lamen, gostei muito dos ingredientes, destaque pro macarrão e ovo cozido, mas o caldo ainda faltou algum quê... Porções pequenas",1
"Simplesmente genial. Gyoza foda, katsu sandu e caldo do ramen otimos. Peca Shoyu ou shio, para sentir mais o gosto do caldo. Bons drinks tb",1
"O Gyoza é ótimo, o ramen nem tanto (mas ganhou pontos pela cordialidade do garçom em acrescentar shimeji extra). Agora fuja da sobremesa se você não for fã de chá verde.",1
"Muita fila , comida meia boca",-1
"Drink Hakuna Matata tão bom que pedi dicas pra fazer em casa! O Karaage pra entrada é bem saboroso. Achei o Ramen Missô mto bom, provei também o Shoyo do meu namorado e gostei mais. Tem fila, aceite!",1
Ramens muito bons a um preço justo! Apaixonei! Uma pena ser tão pequeno e daí ter tanta fila.,1
"Lugar super bacana, pequeno mas atendimento é ótimo, são rápidos e atenciosos. Prepare-se para ficar na fila pq está sempre lotado. A comida é ok, não é wow/excelente, de qq forma vale a pena conhecer",1
"O guioza é muito bom, mas a porção vem somente 4. O lamen não é muito bom e um pouco caro.",-1
"O misso ramen é muito bom e saboroso. O 1o kaedama é por conta da casa (a 1a porção vem pouco macarrão - obs:sou gordinho). Cuidado com as brejas..sem ser a heineken, as importadas são mais de R$20!!",1
"Restaurante japonês tradicional com preços dentro da média. Pratos mto bem feitos, bem servidos e serviço rápido! O lugar é pequeno e sempre esta cheio. Nada de sushi de morango.",1
"Peixe sempre fresco, comida de sabor delicioso! Não deixe de experimentar o Teishoku Completo:refeição mais que suficiente para uma pessoa. Restaurante típico, frequentado por japoneses.Meu predileto!",1
"Restaurante familiar bom-e-barato, freqüentado pela comunidade nihonjin. Venho aqui há 20 anos, recomendo. Recomendo o yakimeshi com frango (não está no cardápio). Se estiver frio, peça o Sukiyaki.",1
"Bom demais! Melhor comida japonesa de São Paulo. Pra quem quer comida japonesa de verdade e não aquelas invencionices cheias de cream cheese, maionese e sei lá mais o quê, só falta ketchup.",1
"Comida tradicional e muito boa! Durante a semana tem rodízio, destaque para o temaki, um dos melhores que já comi, é fácil sentir que o nori (alga) é de excelente qualidade!!!",1
"Peça o antigo Frango Executivo no gengibre (!) com Yakimeshi. Não está no cardápio, mas eles fazem: é prato da abertura do restaurante, em 1993. Comida simples caseira com sabor sen-sa-cio-nal!",1
"Restaurante com ótimas opções de pratos quentes japoneses. Recomendo o yakisakana teishoku de anchova. Para  conhecer um pouco de cada prato da casa, peça o bem servido teishoku completo.",1
"Melhor guiosa da minha vida. Carne com gengibre divina. Atendimento excelente. Pequeno, simples, aconchegante, familiar, preço justo. Fecha cedo e tem poucas mesas.",1
"Super tradicional e familiar. Mantém a tradição da culinária japonesa tradicional, exatamente como era antes dos dos rodízios japoneses entrarem na moda. Recomendo!",1
"um restaurante de comida japonesa muito simpatico, pratos bons, bem servidos e bem variados. 110 reais para 2: 2 pratos, garafa de sake quente e 2 cervejas. Honesto Recomendo!!",1
Teishoku completo é maravilhoso! Serve muito bem 2 pessoas! Shogayaki tudo de bom! Valor razoável!😉,1
Os fãs de pratos quentes japoneses tem opções de sobra. Iniciantes comecem pelo clássico teishoku: bem servido e o peixe vem fresquinho,1
"Muito bom! Bem tradicional! Eles têm rodízio, mas eu não gosto muito... Prefiro o a la carte. Os peixes são muito bons s o atendimento otimo!",1
"Um achado: fica escondido e a principio pode passar batido. Mas não se engane: tradição e qualidade garantem clientes fieis (da"" coronia"") e filas, por isso chegue cedo.",1
Fica num lugar bem escondido mas é uma delícia!!!!! Adoro o lugar. Recomendo o sukiyaki e teppan de salmão. Missoshiru daqui tbm é ótimo!!!,1
Restaurante tradicional japonês com preço justo é ótima comida. Fazem sukiyaki na mesa e tem um ótimo teishoku.,1
"Infelizmente achei muito caro, pelo preço na liberdade compensa mais, qualidade do Sushi razoável, não me surpreendeu. Preço MUITO salgado. Very expensive, go to Liberdade neighbourhood",-1
"Tradicional restaurante, peixes frescos e ótimas opções de combinados e pratos quentes como o Sukiyaki.",1
"Aos oknawanos de plantão, tem goya com missô no teishoko completo!! A anchova grelhada tem gosto de brasa também!! Muito bom!!!",1
"Lugar simples, mas com excelentes pratos! Bom custo benefício!! Um dos restaurantes mais tradicionais da região da Saúde...",1
Um lugar extraordinário limpo atendimento muito bom você percebe pelos frequentadores de origem oriental que é diferente parabéns !!!,1
Ambiente acolhedor e comida pra lá de gostosa! De terça a quinta eles oferecem rodízio muito bem servido :),1
"Excelente comida, ótimo custo/benefício. Restaurante pequeno e meio escondido mas de ótima comida tradicional japonesa. Vale a pena.",1
Yakisakana teishoku de anchova bem servido !  Se não comer muito serve dois ou mais!  Pouca opções de cerveja long neck .,1
Ótimo restaurante! Bem servido e o tempero é muito bom! Recomendo o teishoku completo!,1
Comida típica japonesa. O lugar é pequeno portanto venha cedo para não enfrentar fila!,1
"Excelente restaurante, altamente recomendado. Não deixem de provar a sobremesa anmitsu.",1
"Experimentem o delicioso Nabeyaki Udon, na medida pra quem gosta de sopa, mas melhor num dia frio.",1
"Justo! Teishoku completo, anchova inteira grelhada e teishoku tonkatsu serviram muito bem!",1
"Comida caseira. Muito bom. Mas sashimi e sushis são um pouco caros, e não tão bons.",1
Um baita restaurante de um baita chef! O lugar é sensacional! O atendimento é excelente! Hoje fui de menu degustação. O prato da foto estava sensacional! Detalhe para as formigas saúva no prato! 🐜🐜,1
Adorei a Galinhada! Mistura perfeita de ingredientes brasileiros num ambiente super agradável! Ótima relação custo/beneficio que acaba com uma baladinha show no andar debaixo! Parabéns Alex Atala!,1
"No Dalva e Dito, acontece a famosa galinhada. No mercadinho, aos sábados, tem frango assado, bife à milanesa, costela suína, farofa, salada de batata, pães, pimentas, compotas, pé de moleque.",1
"Todos os pratos são extremamente bem servidos e apresentados! Nossas pedidas foram Porco na Lata, Moqueca Capixaba, Rabada com Agrião, Polvo e Pirarucu!Pasteis de entrada ao invés do couvert,recomendo",1
"Estava com fome e levei um galetinho pra jantar em casa. Com farofa pedaçuda e salada de batata. Dá pra 2 pessoas, se não forem muito comilonas. Bom demais. Tem outras coisas: pães, café, doces.",1
"Ótimo ambiente, caipirinha da casa deliciosa, pedimos porco na lata c/ purê d bat e pequi, beijupirá c/ chibebe.Tdo impecável e gostoso, dispense o couvert, melhor pedir uns pastéis de vatapá.Voltarei",1
"Uma delícia a salada de batata e o galeto (as caixinhas são lindas), mas se a fome for um pouco menor, tem a manteiga de garrafa que é muito gostosa e prática, para comer em cima do pão de calabresa!",1
O pastel de carne seca é delicioso! De prato principal acho q qq um é uma boa pedida.. Sobremesa espuma de manga tudo isso bebendo a caipirinha especial da casa ou uma colorado!!,1
"Para mim o ambiente é muito acolhedor, contemporâneo e com ares de que estou no nordeste. A comida é demais! Saborosa e com uma mistura excêntrica dos sabores mineiro, baiano e goiano. Haydée Ferreira",1
"Morri e nasci de novo com o cheesecake com calda de jabuticaba e castanhas de caju. A opção vegetariana, de arroz vermelho acompanhado de legumes e queijo coalho, também me fez feliz.",1
Comida maravilhosa! Comidinha brasileira com um toque de charme! Pedi bife a milanesa com salada de batata! A saladinha de batata vem com raspas de limao proporcionando um gostinho bem diferenciado!!!,1
"Pule o couvert e peça uns petiscos, mas pouco, guarde um espaço para a sobremesa! O pudim é delicioso!Como prato principal recomendo  o porco na lata, nada light, mas bem saboroso!",1
"Aos sabados, deixe para jantar um pouco mais tarde... A partir da 0h começam a famosa galinhada e a banda na parte debaixo do restaurante. O buffet vai ate as 3h e o show termina por volta das 2h30.",1
"Excelente. Levei minha irmã e meu cunhado alemão. Comida brasileira bem feita, deliciosa, variadas. Tomei o drink estrela Dalva, espetacular. Mas podiam ter mais variedades de cachaça.",1
"Lindo restaurante, excelentes pratos e ótimo serviço. O menu é caríssimo (tapioca por 33 reais), e claramente você está pagando mais pela experiência que pelos pratos em si. Vale à pena conhecer!",1
"Cozinha brazuca pra gringo nenhum botar defeito! Vc vê os pratos serem preparados na cozinha pelo vidro. A galinhada é divina, a rabada, de comer de joelhos e o bolinho de bacalhau, vale a viagem!",1
"Uma delicia de ver e comer, além de ter a frente o prestigiado Alex Atala. Minha dica: Não tenho rs, foi uma dificuldade escolher, pois todos os pratos parecem bons. Vale uma segunda e terceira visita",1
"Vim para a galinhada e adorei! Bem servido, animado e sem frescura! Também gostei do atendimento. Depois tem um showzinho de músicas brasileiras no andar inferior. Volto.",1
"Galeto assado,farofa com bacon,banana-da-terra,ovo e cebola,bolo de cenoura com calda de chocolate meio amargo,sequilho,sanduíche de pernil na baguete crocante,bolovo de carne moída e ovo de codorna",1
"Pensa numa vendinha de interior, daquelas aonde você acha melado, goiabada, bolo de vó, pães deliciosos, frango de TV de cachorro e miudezas gastronômicas. Agora você imaginaria isso no jardins? Acho!",1
"Tudo e bom! Da entrada, pratos e atendimento ate arrematar com uma maravilhosa sobremesa! Sugiro a espuma de manga com sorvete de coco e calda de gengibre, mistura perfeita de sabores.",1
"Os pratos ficam entre 70 e 120 reais. É o mais acessível dos restaurantes do Alex Atala. Os pratos são, no entanto, simples demais pelo preço. Aqui só sai feliz quem gosta de pagar pelo nome e status.",-1
"Ambiente agradável e com clima de interior. Atendimento impecável. Porco na lata delicioso. Mas me apaixonei pelos pasteis de abóbora, carne seca. Um jeito acessível de provar o tempero do Alex Atala",1
"Restaurante de Alex Atala O atraente surubim no caldo suave de jambu e erva-cidreira vem guarnecido de arroz. Na madrugada de sábado para domingo, serve apenas galinhada com arroz e pirão",1
"Onde a comida do dia a dia é combinada com a culinária sofisticada do chef Alex Atala. Recomendamos o pato no tucupi, diferente e muito sabaroso!",1
"Muito bom mas nada absurdo. A comida não surpreende como no Mocotó, mas certamente vc vai adorar porque é muito gostosa, drinks deliciosos e ambiente muito agradável! Só achei a comida salgada demais.",1
"Sensacional, para brasileiros acostumados a comer comidas típicas e para quem nunca comeu um rango regional da nossa terrinha tupiniquim! Para levar gringos também é uma boa!",1
"Comida simples do inteiror feita pelo chef Alex Atala, que quase sempre pode ser visto por ali.. Como todo que faz a comida é impecável... Só o preço q não é do inteiror ( nem tinha como ser)",1
Cafézinho bonzinho num lugar bonitinho.,1
Venham experimentar a nossa feijoada de sabado !,0
"Almoço, o tempero das carnes, costelas suínas, atendimento, limpeza, ambiente familiar.",1
Se chegar para almoçar mais cedo consegue lugar para sentar rápido e a comida é muito boa! Pena que os espetinhos tenham gosto só de tempero e não de carne,-1
"Boa escolha.. O ceviche de polvo é bem gostoso e fresco e o leite de tigre de tempero é bem equilibrado.. Só um pouco pequeno o prato, mas o preço é o limitador",-1
"Lugar bacaninha, na já pop rua dos Pinheiros. Muito autêntico, simples, charmoso, atendimento atencioso sem furulas, e a comida... saborosíssima! Super feliz.",1
"Ideal para refeições rápidas, a comida é uma delícia mas as porções são pequenas demais. o ambiente é agradável mas não muito confortável. só vendem cervejas artesanais, mais caras.",-1
"Ceviche bom, porém porção pequena pelo preço cobrado. O ideal era um prato de aproximadamente 30,00 com algo além do ceviche para completar a porção e ser possível de almoçar bem.",-1
"Adorei o Ceviche misto com molho clássico. Adorei a proposta da casa. Adorei sentar numa mesa do lado de fora com meu cachorro. Enfim, adorei ;)",1
"Sempre uma ótima experiência,  atendimento bom com ambiente agradável, meu favorito é o ceviche misto Al olivo e não deixe de experimentar a chicha morada!",1
"O ceviche não é nada fantástico, já comi melhores. A porção é pequena pro que cobram (em média R$ 30). As tais conchas são minúsculas e ficam expostas num balcão refrigerado (ou seja, não são frescas)",-1
"Dos melhores ceviches que já comi. Picante ao ponto, saborosos e as conchas são um desbunde. Experimentem!",1
"ceviche misto com molho clássico, tudo fresco e no ponto! tempero ótimo! e a chicha morada tava bem gostosa!",1
Ceviche de pescada al olivo é imperdível. Mas o que surpreende é o Chilcano de Pisco!!,1
"Muitoooo bom, td o cardápio é excelente. Vá sem pressa, como é preparado na hora, demora.",1
"Ceviche = porção pequena, caro pro que oferecem. Senti falta da originalidade na receita. Gastei muito pra ter saído com fome. :(",-1
"Ceviche ótimo com preço mais acessível. Rápido, peixe fresco sem frescura. :)",1
"Bom para um autêntico ceviche, pouco caro apenas, mas a simpatia dos funcionários compensa.",1
Ceviche de pescado muito fresco! Recomendado,1
"Porções pequenas, preço altíssimo, lugar frio e pouco convidativo.",-1
"Tudo isso #quasenada por R$ 70,00",-1
Não consegui ficar no ambiente por causa do cheiro de peixaria.,-1
Pratos saborosos mas um pouco pequenos,0
Atendimento e ceviches incríveis. ,1
Ceviches descontraídos,0
Simples e mto bom!,1
Ceviche tradicional peruano,0
Ceviche delicioso,1
Ceviches e causa,0
"Achei demais a decoração e a batata frita é mto boa! Eu sei que tem gente que não liga, mas não poder acrescentar nenhum outro ingrediente no dog achei ruim e a maioria deles não vai queijo...😏",1
Ótimo hotdog com guacamole Pimenta etc,1
"Tudo é bom, só não rolou experimentar o corn dog, na próxima eu quero... disseram que é tudo feito na hora, daí a demora pra sair alguns pratos. Não se esqueça de deixar uma moeda pro Buzz Lightyear!",1
"Melhor dog de São Paulo! Lugar super gostoso, atendimento bacana, todas as opções combinam muito com a salsicha e o pão, inclusive  feitos por encomenda. Quero voltar sempre!",1
"Legal maravilhoso para quem gosta da Cultura dos anos 50 e 60. Boa música, atendimento maravilhoso, ambiente super agradável estilo beira de estrada americana. Estão de parabéns.",1
"Boa decoração e simpatia.Tem os refris das gringa $$$, dog vem bem servido.OK.",1
"O veggie dog é simples mas gostoso. Pedi com coleslaw mas senti falta da opção de acrescentar mais ingredientes. Só aceitam crédito, o q é ruim, mas é um lugar bem agradável com excelente atendimento.",1
Tudo bom! Recomendo!,1
Hot dog bem diferentes. Vale a pena ir conferir.,1
"Salsicha muito boa. Gostei bastante do Hot Rod Dog com Chilli. Na próxima vou pedir a porção de Chilli p/acompanhar. O ambiente é pequeno,  mas com decoração retrô bacana. Recomendo!",1
"A decoração é muito legal e a música incrível. Achei a salsicha muito boa. É um pouco maior e ligeiramente mais barato do que os 'concorrentes', mas achei a bebida muito cara.",1
Dog new york mtomto bom!!!,1
Obrigadisssiiima pelos elogios!! Saos clientes como voces que fazem com que tenhamos prazer de servir!! Salut!!,0
"decoração carinhosa, comida ótima, vinhos idem. serviço casual sem brigadas  desinformadas. excelente. entrou no meu top 10 SP.",1
"Excelente bistro e enoteca ! Ambiente elegante e aconchegante , pratos primorosos e atendimento cortes e personalizado !",1
"Meu novo restaurante favorito! Dicas: salada de shitake. E para quem gosta de vinhos, apaixone-se pelo volubilis.",1
"Restaurante que usa apenas ingredientes orgânicos em receitas saborosas e comfort. Especializado em vinhos naturais, tem na proprietária a sommeliere, mega conhecedora do assunto.",1
"sensacional, espetacular, maravilhoso, fora de série... Uma experiência transcendental, um dos lugares mais fantásticos que já conheci. Leve alguém muito especial pra você, será um momento memorável.",1
"De sobremesa, brulee de espumante",0
"Comida bem preparada e carta de vinhos inspirada, num ambiente sem afetação. O hambúrguer de Pato a cavalo mostrou a que veio.",1
"Uma das melhores surpresas. Imperdoável ter conhecido só agora. Vá com amigos, esqueça que está em SP. Beba, coma e viva!",1
boas opções. inclusive para hora do almoço durante semana,1
"Gastronomia excelente. Atendimento mais do que excelente. Ambiente muito aconchegante e apenas vinhos orgânicos, naturais e biodinâmicos. Noite a ser repetida em breve.",1
Lugar agradável para casais !!!,1
"Lugar diferente pela decoração, agradável pelo atendimento, especialmente pelo sommelier Léo e com comida típica de bistro. Detalhe para a carta de vinhos orgânicos e naturais. Vale conferir.",1
"Um lugar mágico, excelente programa para se fazer com seu amor. Carta de vinhos e atendimento impecáveis!",1
"Ambiente, atendimento e comida. TUDO impecável. Não tenha dúvidas: escolha qualquer prato, todos são maravilhosos. O arroz doce com baunilha e doce de leite é um carinho para o estômago. Perfeito! ❤️",1
Vinhos excepcionais e risoto de cogumelos inesquecível!!!,1
Bela carta de vinhos diversificada com ótima comida.. Peça a linguiça artesanal de pato de entrada e de prato o javali ou o entrecote.. Sobremesa termine com o churros caseiro,1
Vinhos organicos!,0
Comida excelente e ambiente aconchegante. A música também é ótima! O único ponto negativo é que não aceita cartão de crédito. Só débito.,1
"Excelente! Ambiente aconchegante, ótima música, atendimento nota dez, comida muito saborosa. Generosa carta de vinhos!",1
Aconchegante charmoso e gosto!,1
"Ambiente acolhedor, risoto EXCELENTE e vinho Volubilis nota 10!",1
